,Country Name,Country Code,Year,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),CO2 emissions (metric tons per capita),Individuals using the Internet (% of population),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, infant (per 1,000 live births)"
299,Dominican Republic,DOM,2019,91.300003,100,..,75.8,0.689583104,83.32379175,28.3
300,Ecuador,ECU,2015,94.199997,98.825883,2.511716305,48.94043379,2.616074159,79.84070461,13.2
301,Ecuador,ECU,2016,94.199997,98.7,2.365516075,54.06292473,2.5147668,84.18035505,12.8
302,Ecuador,ECU,2017,94.099998,99.2,2.249579931,..,2.361263384,87.28679711,12.4
303,Ecuador,ECU,2018,94.099998,98.7,2.3138123,..,2.351887153,92.32327021,12
304,Ecuador,ECU,2019,93.900002,100,..,..,2.233801969,91.24789005,11.6
305,"Egypt, Arab Rep.",EGY,2015,99.800003,99.3,2.444220788,37.81938343,1.723147428,101.7022519,19.8
306,"Egypt, Arab Rep.",EGY,2016,99.900002,100,2.477154638,41.24806709,1.666605152,103.540997,19.1
307,"Egypt, Arab Rep.",EGY,2017,99.900002,100,2.474943902,44.95020425,1.4220317,106.7559394,18.5
308,"Egypt, Arab Rep.",EGY,2018,99.900002,100,2.502042142,46.92433677,1.249966196,95.28659682,17.8
309,"Egypt, Arab Rep.",EGY,2019,99.900002,100,..,57.2828664,1.180971797,94.97170247,17.2
310,El Salvador,SLV,2015,84.599998,95.4,1.106698196,26.80260496,1.056819966,147.5723164,13.3
311,El Salvador,SLV,2016,86,96,1.128043653,28.99707305,1.023502951,151.6211797,12.8
312,El Salvador,SLV,2017,87.300003,96.8,0.998728265,33.8207289,1.044469416,148.3697097,12.3
313,El Salvador,SLV,2018,88.400002,97,1.060625411,43.8,1.128021932,146.9221022,11.9
314,El Salvador,SLV,2019,89.099998,100,..,50.49119319,1.173830536,161.1017373,11.5
315,Equatorial Guinea,GNQ,2015,23.700001,65.99684906,6.110005776,..,1.041432076,45.64013391,67.6
316,Equatorial Guinea,GNQ,2016,23.700001,66.13747406,4.608366984,..,1.237123381,47.37158281,65.6
317,Equatorial Guinea,GNQ,2017,23.799999,66.28614044,4.461144462,..,1.100368826,44.85832828,63.6
318,Equatorial Guinea,GNQ,2018,24.1,66.43882751,5.095625096,..,1.072141334,45.16686721,61.7
319,Equatorial Guinea,GNQ,2019,23.9,66.59217834,..,..,1.312734395,..,60
320,Eritrea,ERI,2015,8.8000002,45.57744598,0.194446721,1.083733116,..,14.20956809,34
321,Eritrea,ERI,2016,8.8999996,46.77131271,0.195465323,1.17711872,..,14.9856792,33.1
322,Eritrea,ERI,2017,9.1999998,47.9732132,0.210964653,1.30890698,..,20.36395515,32.2
323,Eritrea,ERI,2018,9,49.17913818,0.231696216,..,..,..,31.3
324,Eritrea,ERI,2019,9.3000002,50.38573074,..,..,..,..,30.5
325,Estonia,EST,2015,100,100,11.68459648,88.4097035,2.011335173,144.7205063,2.4
326,Estonia,EST,2016,100,100,11.89399524,87.24023275,2.051844371,144.1630523,2.2
327,Estonia,EST,2017,100,100,12.35782429,88.10245687,2.007733521,144.3413244,2.1
328,Estonia,EST,2018,100,100,12.103085,89.35700777,2.008665863,145.4384241,1.9
329,Estonia,EST,2019,100,100,..,90.2289282,2.024018821,147.1771541,1.8
330,Eswatini,SWZ,2015,48,64.1318512,0.932938902,25.64304231,1.805081503,85.23211031,45.2
331,Eswatini,SWZ,2016,49.5,63.43,1.104135211,..,2.098442667,89.31801432,42.6
332,Eswatini,SWZ,2017,51.700001,73.5,0.924602243,..,1.958201682,93.52732251,43.5
333,Eswatini,SWZ,2018,52.599998,74.10943604,0.959275668,..,2.03576227,..,39.4
334,Eswatini,SWZ,2019,54.700001,77.16963959,..,..,1.886147697,..,37.7
335,Ethiopia,ETH,2015,4.0999999,29,0.127732852,13.85517556,0.705413868,41.96106195,43.2
336,Ethiopia,ETH,2016,4.5999999,42.9,0.144300199,15.36692386,0.695462177,49.44236323,41.3
337,Ethiopia,ETH,2017,5.1999998,44.3,0.145300853,18.61805145,0.666369217,37.2180717,39.5
338,Ethiopia,ETH,2018,5.9000001,45.05340195,0.149050931,22,0.63901528,..,38
339,Ethiopia,ETH,2019,6.5999999,48.2716217,..,25,0.587739944,..,36.6
340,Faroe Islands,FRO,2015,..,100,..,94.2,..,110.7427525,..
341,Faroe Islands,FRO,2016,..,100,..,95.10868167,..,113.1069271,..
342,Faroe Islands,FRO,2017,..,100,..,97.58195894,..,117.1484141,..
343,Faroe Islands,FRO,2018,..,100,..,..,..,117.1041508,..
344,Faroe Islands,FRO,2019,..,100,..,..,..,112.9031595,..
345,Fiji,FJI,2015,40.099998,95.12813568,1.738365614,42.5,0.910146352,111.2042338,20.6
346,Fiji,FJI,2016,42.400002,96.5249939,1.99448422,46.50697831,1.103793033,119.7485325,21.1
347,Fiji,FJI,2017,44.799999,96,2.062772092,49.96637301,1.404844224,117.8305767,21.5
348,Fiji,FJI,2018,47.200001,99.33879089,2.150561976,..,1.467606861,..,22.1
349,Fiji,FJI,2019,49.599998,100,..,..,1.464098153,..,22.6
350,Finland,FIN,2015,100,100,7.814537412,86.42213333,1.449960972,134.9395252,2
351,Finland,FIN,2016,100,100,8.318012674,87.70364996,1.419652626,131.3291545,2
352,Finland,FIN,2017,100,100,7.808338601,87.46892907,1.353498604,129.9132285,2
353,Finland,FIN,2018,100,100,8.04275205,88.88996,1.362212408,129.4685668,1.9
354,Finland,FIN,2019,100,100,..,89.60738511,1.347711136,129.2443669,1.9
355,France,FRA,2015,100,100,4.666086597,78.00603771,1.872258281,103.4564614,3.2
356,France,FRA,2016,100,100,4.686612202,79.26981132,1.917282368,104.4897355,3.2
357,France,FRA,2017,100,100,4.727575622,80.50245972,1.908642012,106.4394347,3.3
358,France,FRA,2018,100,100,4.619241205,82.04318678,1.845053399,108.357357,3.4
359,France,FRA,2019,100,100,..,83.33974409,1.845491196,110.6100121,3.4
360,French Polynesia,PYF,2015,..,100,..,64.56020975,..,98.24621784,..
361,French Polynesia,PYF,2016,..,100,..,68.44041949,..,102.0162069,..
362,French Polynesia,PYF,2017,..,100,..,72.70389531,..,104.2509652,..
363,French Polynesia,PYF,2018,..,100,..,..,..,109.0010408,..
364,French Polynesia,PYF,2019,..,100,..,..,..,..,..
365,Gabon,GAB,2015,85.699997,87.32967377,2.813589432,45.78453653,1.185025608,144.8670371,36.1
366,Gabon,GAB,2016,86.300003,88.16036987,2.843792613,48.05227375,1.447542623,147.543495,34.6
367,Gabon,GAB,2017,87,86.27,2.276236287,50.32012015,1.810489535,128.9816609,33.7
368,Gabon,GAB,2018,87.599998,89.84184265,2.175272204,59.6,1.548722767,138.2809687,32.5
369,Gabon,GAB,2019,87.900002,90.68525696,..,61,1.580901717,137.75384,31.5
370,"Gambia, The",GMB,2015,1.8,54.44612503,0.254091837,19.7,1.008858467,130.1943563,39.7
371,"Gambia, The",GMB,2016,1.8,55.99819565,0.246610961,25,..,132.0589763,38.6
372,"Gambia, The",GMB,2017,1.6,56.2,0.243913456,32,..,133.9723898,37.5
373,"Gambia, The",GMB,2018,1.5,60.3,0.249989913,40,0.702928018,139.5290282,36.5
374,"Gambia, The",GMB,2019,1.4,59.92128754,..,51,0.814318637,110.0953015,35.6
375,Georgia,GEO,2015,79.400002,100,2.469615674,47.56975964,2.00294589,137.9343335,9.4
376,Georgia,GEO,2016,82,100,2.58886306,58.45928961,2.081640315,137.7647586,9.1
377,Georgia,GEO,2017,84.599998,100,2.583151735,59.7055046,1.969742969,137.2607838,8.8
378,Georgia,GEO,2018,86.199997,99.9,2.538541691,62.7179082,1.897113157,136.380667,8.7
379,Georgia,GEO,2019,88.199997,100,..,68.84670565,1.749924308,134.6603816,8.4
380,Germany,DEU,2015,100,100,9.087290939,87.58979935,1.137338427,117.8176431,3.3
381,Germany,DEU,2016,100,100,9.073006389,84.16520664,1.149654485,125.8854564,3.3
382,Germany,DEU,2017,100,100,8.858293699,84.3941537,1.154049407,132.7148699,3.3
383,Germany,DEU,2018,100,100,8.558389812,87.03711209,1.171816792,129.3242137,3.2
384,Germany,DEU,2019,100,100,..,88.13451691,1.269146867,128.3570318,3.2
385,Ghana,GHA,2015,20.799999,74.17105103,0.543283052,23,0.526514224,125.7069529,38.8
386,Ghana,GHA,2016,21.4,79.3,0.495401526,28,0.38237993,134.4889824,37.4
387,Ghana,GHA,2017,21.700001,79,0.507529429,37.88415262,0.401629021,126.2016214,36.2
388,Ghana,GHA,2018,22.200001,80.4,0.541201382,43,0.419660326,137.5171658,35
389,Ghana,GHA,2019,22.6,83.5,..,53,0.441936078,134.3193846,34
390,Gibraltar,GIB,2015,..,100,..,..,..,122.8391036,..
391,Gibraltar,GIB,2016,..,100,..,94.44447158,..,121.9314106,..
392,Gibraltar,GIB,2017,..,100,..,..,..,121.6644924,..
393,Gibraltar,GIB,2018,..,100,..,..,..,121.7302331,..
394,Gibraltar,GIB,2019,..,100,..,..,..,120.2842646,..
395,Greece,GRC,2015,100,100,6.285069342,66.83495949,2.466920999,117.8887779,3.8
396,Greece,GRC,2016,100,100,6.203617289,69.08791547,2.575917794,118.122548,3.9
397,Greece,GRC,2017,100,100,6.211250006,69.89297065,2.559893896,122.4009386,3.8
398,Greece,GRC,2018,100,100,6.08317505,72.23837339,2.713889458,115.6669118,3.7
399,Greece,GRC,2019,100,100,..,75.67120669,2.664580485,113.4494873,3.7
400,Greenland,GRL,2015,..,100,..,67.60044348,..,108.2001525,..
401,Greenland,GRL,2016,..,100,..,68.50087368,..,..,..
402,Greenland,GRL,2017,..,100,..,69.48246178,..,110.3379898,..
403,Greenland,GRL,2018,..,100,..,..,..,108.5390001,..
404,Greenland,GRL,2019,..,100,..,..,..,108.7944664,..
405,Grenada,GRD,2015,91.099998,92.20235443,2.46343622,53.81,..,109.2774569,14.3
406,Grenada,GRD,2016,90.599998,93.19223785,2.539383111,55.85640782,..,107.9012525,14.5
407,Grenada,GRD,2017,90.099998,94.09955597,2.615581651,59.07173536,..,102.0771326,14.6
408,Grenada,GRD,2018,89.699997,94.82138824,2.691814193,..,..,104.2439033,14.7
409,Grenada,GRD,2019,89.099998,95.42874146,..,..,..,..,14.7
410,Guam,GUM,2015,..,100,..,73.13999995,..,..,..
411,Guam,GUM,2016,..,100,..,77.00999989,..,..,..
412,Guam,GUM,2017,..,100,..,80.50546556,..,..,..
413,Guam,GUM,2018,..,100,..,..,..,..,..
414,Guam,GUM,2019,..,100,..,..,..,..,..
415,Guatemala,GTM,2015,43.200001,90.49639893,1.049628073,28.80594156,0.432011238,111.4995795,23.7
416,Guatemala,GTM,2016,44.5,91.79523468,1.103130021,34.50932609,0.464536552,110.1395181,22.9
417,Guatemala,GTM,2017,45.900002,93.3,1.026267857,40.70304908,0.402560936,118.1585424,22.2
418,Guatemala,GTM,2018,47.5,94.41300964,1.113969273,..,0.390612897,118.6670871,21.4
419,Guatemala,GTM,2019,48.799999,95.72457123,..,44.40104984,0.465831692,118.7279996,20.7
420,Guinea,GIN,2015,1,33.9978981,0.222181479,8.2,2.517735345,94.15602819,68.4
421,Guinea,GIN,2016,1.1,33.5,0.241088377,9.8,1.88205381,94.64639604,67.1
422,Guinea,GIN,2017,1.3,35.4,0.246115273,11.40002077,1.768122506,96.95447755,66
423,Guinea,GIN,2018,1.4,44,0.251323233,21.83002304,1.636814205,96.76749212,64.7
424,Guinea,GIN,2019,1.6,42.41838837,..,23,1.445135682,100.7967429,63.4
425,Guinea-Bissau,GNB,2015,1.1,20.14110756,0.161178259,..,1.625961245,71.29240008,60
426,Guinea-Bissau,GNB,2016,1.1,23.04921532,0.168309177,17,1.335409609,72.13911508,58.1
427,Guinea-Bissau,GNB,2017,1.1,26,0.164100679,18,1.424578577,78.4851311,56.3
428,Guinea-Bissau,GNB,2018,1.1,28.51482964,0.165394728,22,1.411144551,78.9888828,54.6
429,Guinea-Bissau,GNB,2019,1.1,31.0404129,..,28,1.652794305,82.79258606,53
430,Guyana,GUY,2015,71,88.08779907,2.671242962,34,1.452213332,70.70307206,27.4
431,Guyana,GUY,2016,72.800003,89.25455475,2.994698994,35.66,1.476476872,75.79508095,26.6
432,Guyana,GUY,2017,74.5,90.33874512,2.992706568,37.32583679,1.650397728,82.97107151,25.9
433,Guyana,GUY,2018,75.699997,91.23745728,3.13219265,..,1.593320009,..,25.2
434,Guyana,GUY,2019,76.800003,92.02169037,..,..,1.60417879,..,24.5
435,Haiti,HTI,2015,4,40.75870895,0.31040976,12.1977,0.000887538,68.25273558,52.8
436,Haiti,HTI,2016,4,40.4,0.313653831,12.23260161,0.000846301,60.0002583,51.5
437,Haiti,HTI,2017,4.1999998,43.34903336,0.306855526,31,0.00088103,57.41806456,50.3
438,Haiti,HTI,2018,4.1999998,44.41743088,0.299374738,32.47362713,0.001500802,59.3614343,49
439,Haiti,HTI,2019,4.3000002,45.37134552,..,32.5,0.001394213,60.7594177,47.8
440,Honduras,HND,2015,44.599998,89.98171,1.083079554,27.1,1.67127565,88.31847018,16.5
441,Honduras,HND,2016,44.5,91.6,1.013936886,29.5,1.664701304,84.48900013,16
442,Honduras,HND,2017,44.700001,86.5,0.954500448,32.13636364,1.724405178,87.32089987,15.4
443,Honduras,HND,2018,44.599998,91.6,1.019032757,..,1.607694472,79.15031642,14.9
444,Honduras,HND,2019,44.900002,92.77952576,..,..,1.623597965,77.56759949,14.4
445,"Hong Kong SAR, China",HKG,2015,..,100,..,84.94835296,..,232.7365615,..
446,"Hong Kong SAR, China",HKG,2016,..,100,..,87.47941467,..,242.7675438,..
447,"Hong Kong SAR, China",HKG,2017,..,100,..,89.41594465,..,251.7650057,..
448,"Hong Kong SAR, China",HKG,2018,..,100,..,90.50739533,..,269.9337198,..
449,"Hong Kong SAR, China",HKG,2019,..,100,..,91.74340039,..,288.5327012,..
450,Hungary,HUN,2015,100,100,4.407180392,72.83473703,0.90544456,101.2544484,4.2
451,Hungary,HUN,2016,100,100,4.532290173,79.25941213,1.003106301,102.0406696,4
452,Hungary,HUN,2017,100,100,4.755839977,76.75054712,1.026657623,102.2119005,3.7
453,Hungary,HUN,2018,100,100,4.745506244,76.07436064,1.116641387,103.4451716,3.5
454,Hungary,HUN,2019,100,100,..,80.37169361,1.254386294,106.0716003,3.4
455,IBRD only,IBD,2015,66.51569016,95.21833189,4.260951375,39.14511334,1.92918484,100.1674819,21.27567129
456,IBRD only,IBD,2016,68.24218839,95.87477572,4.232884213,42.18583819,1.948179955,104.7313626,20.39302953
457,IBRD only,IBD,2017,69.88358476,96.82035819,4.286637075,45.01081732,1.893708026,107.9372405,19.48147506
458,IBRD only,IBD,2018,71.79092488,97.63929486,4.373767894,48.39702339,1.833528194,109.2501298,18.65317758
459,IBRD only,IBD,2019,73.48313008,98.50517648,..,57.8990345,1.855624218,111.7666753,17.90499767
460,Iceland,ISL,2015,100,100,6.227045327,98.2,..,116.2534861,1.8
461,Iceland,ISL,2016,100,100,6.171017681,98.2400163,..,120.8927593,1.8
462,Iceland,ISL,2017,100,100,6.319161328,98.25520119,..,119.9878586,1.7
463,Iceland,ISL,2018,100,100,6.237224322,99.01095399,..,122.1696222,1.6
464,Iceland,ISL,2019,100,100,..,99,..,121.9493203,1.6
465,India,IND,2015,48.5,88,1.641198393,14.9,2.457450601,76.40759943,34.9
466,India,IND,2016,51.900002,89.53488159,1.648359053,16.5,2.543151188,85.14868348,33.1
467,India,IND,2017,55.700001,92.45683289,1.7191902,18.2,2.531462588,87.31773719,31.4
468,India,IND,2018,59.900002,95.19329834,1.799825446,20.08130004,2.433922067,86.94256319,29.8
469,India,IND,2019,64.199997,97.81528473,..,41,2.519120764,84.27000876,28.3
470,Indonesia,IDN,2015,67.5,97.53736744,1.899658692,22.0627426,0.882266734,131.1804585,23.2
471,Indonesia,IDN,2016,71.699997,97.62,1.89244089,25.4473537,0.792220213,147.4150225,22.4
472,Indonesia,IDN,2017,75.5,98.14,2.01367107,32.33580625,0.865191376,164.44059,21.6
473,Indonesia,IDN,2018,79.099998,98.51,2.178461553,39.90463864,0.725001628,119.3387219,20.8
474,Indonesia,IDN,2019,82.400002,98.85,..,47.69064898,0.804335324,126.1069128,20.2
475,"Iran, Islamic Rep.",IRN,2015,97,99.96,7.672481325,45.33497615,2.760311749,94.55563842,13.3
476,"Iran, Islamic Rep.",IRN,2016,96.900002,99.95,7.613494401,53.22677167,2.972793279,101.2018754,12.8
477,"Iran, Islamic Rep.",IRN,2017,96.699997,99.94,7.694930979,64.04397362,3.105184169,107.8997933,12.4
478,"Iran, Islamic Rep.",IRN,2018,96.800003,100,7.693012599,70.200565,2.456250505,108.4623938,11.9
479,"Iran, Islamic Rep.",IRN,2019,96.5,100,..,77.77083846,2.100567132,142.3903718,11.5
480,Iraq,IRQ,2015,98.099998,99.35511017,4.559450509,16.8,5.410251036,94.34036257,24.8
481,Iraq,IRQ,2016,98.400002,99.65268707,4.70764886,36.7,3.503377806,91.35870695,24.1
482,Iraq,IRQ,2017,98.599998,99.83660889,4.641199885,49.35999889,3.862032019,88.98326332,23.4
483,Iraq,IRQ,2018,98.800003,99.9,4.895195361,..,2.851599465,95.04015497,22.7
484,Iraq,IRQ,2019,99,100,..,..,3.38219585,94.69591577,22
485,Ireland,IRL,2015,100,100,7.866937107,83.49479167,0.34201587,105.3646002,3.2
486,Ireland,IRL,2016,100,100,8.140330807,83.5,0.334441788,103.8191107,3.1
487,Ireland,IRL,2017,100,100,7.806734135,84.11400706,0.304141143,103.0630014,3
488,Ireland,IRL,2018,100,100,7.624325193,87.00014011,0.286862382,103.1710486,2.8
489,Ireland,IRL,2019,100,100,..,87.00005524,0.279145286,105.6900007,2.7
490,Isle of Man,IMN,2015,..,100,..,..,..,..,..
491,Isle of Man,IMN,2016,..,100,..,..,..,..,..
492,Isle of Man,IMN,2017,..,100,..,..,..,..,..
493,Isle of Man,IMN,2018,..,100,..,..,..,..,..
494,Isle of Man,IMN,2019,..,100,..,..,..,..,..
495,Israel,ISR,2015,100,100,7.892507249,77.35208966,5.509027525,132.4812089,3.2
496,Israel,ISR,2016,100,100,7.636321086,79.65312418,5.485117167,130.3492361,3.1
497,Israel,ISR,2017,100,100,7.579217977,81.58118359,5.52874121,127.8529153,3
498,Israel,ISR,2018,100,100,6.976403837,83.73315696,5.33188467,127.6618693,3
499,Israel,ISR,2019,100,100,..,86.78787762,5.19293283,137.3339858,3
500,Italy,ITA,2015,100,100,5.56325971,58.14173496,1.208228326,144.756385,3
501,Italy,ITA,2016,100,100,5.498165205,61.32425277,1.334835252,141.6939815,2.9
502,Italy,ITA,2017,100,100,5.437857549,63.077347,1.357370559,138.2337679,2.8
503,Italy,ITA,2018,100,100,5.376374339,74.38718292,1.359542751,137.466947,2.7
504,Italy,ITA,2019,100,100,..,76.1,1.316566978,131.2645046,2.6
505,Jamaica,JAM,2015,85.400002,94.9,2.521597884,42.22122119,0.872496467,108.5157458,13.4
506,Jamaica,JAM,2016,85.199997,96.7452774,2.666674007,44.36685637,0.954824792,112.4252814,13
507,Jamaica,JAM,2017,84.599998,97.62187195,2.461613887,55.07206705,0.972264314,105.8330321,12.6
508,Jamaica,JAM,2018,83.900002,98.50248718,2.899634155,68.21451709,1.349094107,101.0265271,12.2
509,Jamaica,JAM,2019,83.199997,99.3837738,..,..,1.68726606,102.5640043,11.8
510,Japan,JPN,2015,100,100,9.292832367,91.05802839,0.95925133,125.4518632,2
511,Japan,JPN,2016,100,100,9.22394197,93.18272128,0.944838286,130.5952482,2
512,Japan,JPN,2017,100,100,9.085639143,91.72654724,0.931980259,135.5186644,1.9
513,Japan,JPN,2018,100,100,8.74225771,91.28,0.940993692,141.4069924,1.9
514,Japan,JPN,2019,100,100,..,92.73039781,0.937281087,147.0232275,1.8
515,Jordan,JOR,2015,99.900002,99.96422577,2.73671831,60.11438269,4.259212039,148.9004082,15
516,Jordan,JOR,2016,99.900002,99.99480438,2.601973606,62.30219257,4.514193317,102.7648325,14.6
517,Jordan,JOR,2017,99.900002,100,2.667119021,66.79031443,4.764903297,99.15637314,14.1
518,Jordan,JOR,2018,99.900002,99.9,2.478595273,..,4.635771938,87.62148885,13.7
519,Jordan,JOR,2019,99.900002,100,..,..,4.642062722,77.00460933,13.3
520,Kazakhstan,KAZ,2015,96.300003,100,11.77918743,70.8299336,1.109721439,149.7227182,10.6
521,Kazakhstan,KAZ,2016,96.599998,100,12.5333995,74.58772647,0.933551765,143.2053265,9.8
522,Kazakhstan,KAZ,2017,96.900002,100,12.50486756,76.42674823,0.831895002,147.6397785,9.4
523,Kazakhstan,KAZ,2018,97.300003,100,12.06196914,78.90391906,0.876907255,142.2824428,9.2
524,Kazakhstan,KAZ,2019,97.599998,100,..,81.87762047,1.062379366,138.6292278,9
525,Kenya,KEN,2015,11.4,41.6,0.356946384,16.58785485,1.318070261,78.77455056,35.2
526,Kenya,KEN,2016,12.8,53.1,0.3826588,16.6,1.348739783,79.47190398,34.4
527,Kenya,KEN,2017,14.1,56.09143066,0.376136379,17.82710021,1.289110978,85.25315693,33.7
528,Kenya,KEN,2018,15.6,61.43641663,0.358028408,19.5,1.266408803,96.32021675,32.7
529,Kenya,KEN,2019,17,69.7,..,22.56511937,1.16769139,103.7690208,32
530,Kiribati,KIR,2015,6.1999998,90.55818141,0.540896265,12.99748389,..,36.9602452,44.7
531,Kiribati,KIR,2016,7.0999999,93.63700867,0.71092785,13.7,..,46.21236358,43.6
532,Kiribati,KIR,2017,7.9000001,98.6,0.70081382,14.58181818,..,40.4027751,42.6
533,Kiribati,KIR,2018,8.8999996,99.22225952,0.690595812,..,..,46.04176198,41.4
534,Kiribati,KIR,2019,10.2,100,..,..,..,46.47551996,40.3
535,"Korea, Dem. People's Rep.",PRK,2015,8.3999996,40.31616211,1.004612801,..,..,12.86539662,16
536,"Korea, Dem. People's Rep.",PRK,2016,9,42.57210541,1.188967848,..,..,14.24864759,15.1
537,"Korea, Dem. People's Rep.",PRK,2017,9.6000004,44.83608627,0.880069286,..,..,14.98240747,14.4
538,"Korea, Dem. People's Rep.",PRK,2018,10.3,47.10408783,0.709208588,..,..,..,13.7
539,"Korea, Dem. People's Rep.",PRK,2019,10.8,49.37275696,..,..,..,..,13.1
540,"Korea, Rep.",KOR,2015,100,100,11.88886857,89.8962558,2.494981214,115.9612246,3
541,"Korea, Rep.",KOR,2016,100,100,12.00324817,92.84302568,2.459578022,120.2263275,2.9
542,"Korea, Rep.",KOR,2017,100,100,12.17536474,95.06942188,2.421489133,124.5854293,2.8
543,"Korea, Rep.",KOR,2018,100,100,12.22459136,96.02285958,2.503035257,129.6727883,2.8
544,"Korea, Rep.",KOR,2019,100,100,..,96.15757918,2.673128162,134.4892665,2.7
545,Kosovo,XKX,2015,..,99.86,..,..,0.776151353,..,..
546,Kosovo,XKX,2016,..,99.8,..,..,0.773667433,..,..
547,Kosovo,XKX,2017,..,99.8,..,83.89359681,0.795720484,..,..
548,Kosovo,XKX,2018,..,100,..,89.44303197,0.797914334,..,..
549,Kosovo,XKX,2019,..,100,..,..,0.826154037,..,..
550,Kuwait,KWT,2015,100,100,22.9534559,78,5.007568172,199.832125,7.5
551,Kuwait,KWT,2016,100,100,22.71496959,78.36738376,5.893528357,193.571063,7.4
552,Kuwait,KWT,2017,100,100,22.11975932,97.99998933,5.607460681,176.0024349,7.4
553,Kuwait,KWT,2018,100,100,21.62272431,99.59884959,5.099953149,171.6053322,7.5
554,Kuwait,KWT,2019,100,100,..,99.54267645,5.484195624,174.1593403,7.5
555,Kyrgyz Republic,KGZ,2015,76.400002,98.69,1.7240511,30.24704278,1.752024087,127.1905538,19.9
556,Kyrgyz Republic,KGZ,2016,76.699997,99.71,1.595525948,37,1.697389571,125.3393872,18.9
557,Kyrgyz Republic,KGZ,2017,76.5,100,1.506889097,38.19903776,1.576011089,136.8066442,18
558,Kyrgyz Republic,KGZ,2018,76.599998,100,1.73973556,..,1.571122175,138.5660601,17.1
559,Kyrgyz Republic,KGZ,2019,76.699997,99.88175201,..,..,1.55869225,134.3947411,16.4
560,Lao PDR,LAO,2015,5.6999998,89.7,1.284645373,18.2,..,55.28959094,42.1
561,Lao PDR,LAO,2016,6.1999998,90.77253723,2.243695741,21.87,..,57.82353269,40.5
562,Lao PDR,LAO,2017,6.8000002,93.6,2.662148349,25.51043508,..,53.38406897,39.1
563,Lao PDR,LAO,2018,7.1999998,98.07460022,2.660908493,..,..,51.86337704,37.8
564,Lao PDR,LAO,2019,7.9000001,100,..,..,..,60.84399721,36.5
565,Latvia,LVA,2015,100,100,3.701592949,79.20058292,1.037829348,129.6507839,4.3
566,Latvia,LVA,2016,100,100,3.648821125,79.84209778,1.450693304,134.240928,4
567,Latvia,LVA,2017,100,100,3.665855236,80.114077,1.594821503,126.2941822,3.8
568,Latvia,LVA,2018,100,100,3.959165078,83.57717486,2.062277415,107.3489247,3.6
569,Latvia,LVA,2019,100,100,..,86.13545644,2.028669033,108.6572233,3.5
570,Lebanon,LBN,2015,..,100,4.140719561,74,4.486884345,71.29772813,7.1
571,Lebanon,LBN,2016,..,100,4.141917802,76.11,5.062663113,63.70068515,6.8
572,Lebanon,LBN,2017,..,100,4.293649871,78.18077489,4.505139801,64.50864324,6.6
573,Lebanon,LBN,2018,..,100,4.039707217,..,4.952761494,64.49805872,6.4
574,Lebanon,LBN,2019,..,100,..,..,4.707900587,61.81650253,6.2
575,Lesotho,LSO,2015,36.5,31.78407669,1.083044238,25,1.733428072,103.9397364,72.6
576,Lesotho,LSO,2016,37.299999,35.18151093,1.093954288,32.45385695,1.77949879,110.0185058,72.9
577,Lesotho,LSO,2017,38,33.7,1.166608974,39,1.953055612,113.8305187,73.1
578,Lesotho,LSO,2018,39,47,1.218975994,40.8,1.788602874,75.0424507,72.1
579,Lesotho,LSO,2019,39.400002,44.64067841,..,42.30173357,1.622520184,79.12569144,71.4
580,Liberia,LBR,2015,0.2,15.52771091,0.281738703,10,1.051498096,81.65948531,64.4
581,Liberia,LBR,2016,0.2,17.7,0.307404659,15.7,1.062638322,67.95610958,63.1
582,Liberia,LBR,2017,0.2,24.2,0.267958311,16.3,0.94000927,56.56895266,62
583,Liberia,LBR,2018,0.2,24.81807899,0.273917114,18.9,1.190659897,..,60.8
584,Liberia,LBR,2019,0.2,27.64920998,..,22,1.401492875,..,59.5
585,Libya,LBY,2015,..,73.4978714,8.388494488,19.01607978,..,151.8635343,11.4
586,Libya,LBY,2016,..,71.91355133,7.883354692,20.27215956,..,117.9894772,11
587,Libya,LBY,2017,..,70.33727264,8.632790044,21.75892062,..,91.4792962,10.6
588,Libya,LBY,2018,..,67,8.825249137,..,..,..,10.2
589,Libya,LBY,2019,..,68.53218842,..,..,..,..,9.9
590,Liechtenstein,LIE,2015,..,100,4.270652609,96.6411951,..,109.2874299,..
591,Liechtenstein,LIE,2016,..,100,3.983534723,98.09390389,..,117.6323756,..
592,Liechtenstein,LIE,2017,..,100,4.232244412,99.54661245,..,122.7566138,..
593,Liechtenstein,LIE,2018,..,100,3.692177857,..,..,124.695331,..
594,Liechtenstein,LIE,2019,..,100,..,..,..,125.5898367,..
595,Lithuania,LTU,2015,100,100,3.810789319,71.37805901,1.137748174,142.7088762,4
596,Lithuania,LTU,2016,100,100,3.904845879,74.37664556,1.477505872,145.513378,3.9
597,Lithuania,LTU,2017,100,100,3.966902878,77.61525651,1.712070468,153.2757272,3.6
598,Lithuania,LTU,2018,100,100,4.137005929,79.72258277,1.967419142,163.8703457,3.3
599,Lithuania,LTU,2019,100,100,..,81.58186838,2.007150696,168.8207501,2.9
600,Luxembourg,LUX,2015,100,100,16.02867957,96.37671417,0.499754077,142.3577966,2.3
601,Luxembourg,LUX,2016,100,100,15.22300151,98.13669867,0.452817698,131.8915037,2.3
